0.07912394694693581, 2.165884212238372e+38
0.09674328328081372, 2.380083988977333e+38
0.12387242978637936, 2.7731482711517615e+38
0.14275907446701175, 3.3109099089123294e+38
0.1513262475514705, 3.539876060553891e+38
0.18131152115318372, 4.246298012097293e+38
0.19339490344381094, 4.5413738424124834e+38
0.2223441421290937, 5.4168830907405965e+38
0.23852534959938265, 5.8030036910049975e+38
0.27637972287247536, 6.93255505956432e+38
0.2925696562604281, 7.407564322604261e+38
0.33988341244397, 8.863242427364964e+38
0.3615520017165297, 9.410315010751458e+38
0.4244486115002586, 1.1216068719720497e+39
0.45284755598503157, 1.1898574458561616e+39
0.5328780725907738, 1.398852284644026e+39
0.5748982884530078, 1.478433528713943e+39
0.6799913694997195, 1.6765252591695033e+39
0.724178244955892, 1.74263195755443e+39
0.7515287612803363, 1.786579398370657e+39
0.8779815869986698, 1.8780937688209122e+39
0.9243736910116565, 1.8981142934143868e+39
0.9602366024045697, 1.9055562701362797e+39
1.1058342135174073, 1.9153328746259728e+39
1.1522797714036332, 1.905375286791197e+39
1.1860552968424714, 1.8998865012700164e+39
1.3212320875713914, 1.837040116327355e+39
1.3677018095373017, 1.8144701214529047e+39
1.4036071911308696, 1.7988370276268532e+39
1.5367302791683046, 1.7104178232779422e+39
1.583215378275831, 1.6817344920302104e+39
1.6170184361206117, 1.6632849063230887e+39
1.7480532106938422, 1.5712451031882765e+39
1.7945449000049185, 1.541886174120295e+39
1.8283478114007317, 1.5250368850709848e+39
1.9551759858234823, 1.4346401780536423e+39
2.0016676751345592, 1.407833730644436e+39
2.0354758586932116, 1.3902788854036385e+39
2.1665340651012874, 1.3042721682293267e+39
2.2130323446159137, 1.2774083857612025e+39
2.2447279285898727, 1.2623157061946971e+39
2.369450825876318, 1.1857069220217779e+39
2.4159432474322333, 1.16329976071539e+39
2.449756117357855, 1.147202279550218e+39
2.5808169598473505, 1.075393890335431e+39
2.6273137748722997, 1.0537007460252879e+39
2.6590110063971455, 1.0407437232205521e+39
2.787960237832479, 9.759599588010372e+38
2.834459981836784, 9.554442451525115e+38
2.8661575794840495, 9.435932271324519e+38
2.9951042480624475, 8.855280894050958e+38
3.0416039920667517, 8.669133495829156e+38
3.075406024768758, 8.576629242712797e+38
3.202251187271771, 8.027795665857009e+38
3.248750199031236, 7.860745795514565e+38
3.2804446846379367, 7.770395341253335e+38
3.4093951975017385, 7.283944893450508e+38
3.4558912802818487, 7.138557593036742e+38
3.487593271398148, 7.040854553725848e+38
3.61653701099719, 6.613315982068084e+38
3.663037487246333, 6.4728945069885576e+38
3.6947358171384383, 6.391221979252732e+38
3.8236810212271584, 6.0005300559946614e+38
3.8701807652314617, 5.874392548755842e+38
3.901878362878728, 5.801528504301739e+38
